Company.Nav Customer No,Company,Company.Customer Status,Company.Company name,Company.Country.Region,Company.Country.Sub Region,Company.Country,"Company.Closed, last invoice date", 2 022,Dev22-23, 2 023,Dev23-24, 2 024,Dev24-25,"2,025.00",Year to date,Last 12 months,Last year to date,Last financial year,Company.Invoice Type,Company.Region + Tier,Company.Operator,Balance,Balance NOT Due,Due 1-30 days,Due 31-60 days,Due 61-90 days,Due > 90 days,Record ID (System),Company.Fleet Size,Company.Customer Since,Company.Currency
COM14045,MAVI GOK AVIATION (MGA Airlines) - Turkey,Customer,MAVI GOK AVIATION (MGA Airlines),Asia,Middle East,Turkey - TR - Asia,, 127 128,169%, 341 863,96%, 668 816,3%,"691,709.00","381,868.00","647,231.00","426,346.00","691,709.00",Standard,APAC4,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1945,6,2022-05-11,EUR
COM14046,Adriyatik Aviation - Turkey,Customer,Adriyatik Aviation,Asia,Middle East,Turkey - TR - Asia,, 16 140,153%, 40 863,8%, 44 078,7%,"47,281.00","29,818.00","49,531.00","27,568.00","47,281.00",New FSP,APAC5,FSP,0.00,0.00,0.00,0.00,0.00,0.00,1946,0,2022-08-01,EUR
COM14047,BLACK EAGLE - Turkey,PotCust,BLACK EAGLE,Asia,Middle East,Turkey - TR - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1947,0,,EUR
COM14048,Armenia Airways CJSC - Armenia,Customer,Armenia Airways CJSC,Asia,Middle East,Armenia - AM - Asia,, 36 040,114%, 77 105,6%, 81 468,17%,"95,199.00","64,980.00","105,519.00","54,660.00","95,199.00",Standard,APAC5,AIRL,"8,881.00",0.00,"8,765.00",0.00,116.00,0.00,1948,2,2022-05-01,EUR
COM14049,CROATIA AIRLINES - Croatia,PotCust,CROATIA AIRLINES,Europe,Europe Southern,Croatia - HR - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1949,20,,EUR
COM14050,South African Airways - South Africa,PotCust,South African Airways,Africa,Africa Sub-Saharan,South Africa - ZA - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1950,0,,EUR
COM14051,AVIOR - Kazakhstan,NonCust,AVIOR,Asia,Middle East,Kazakhstan - KZ - Asia,, 12 916,111%, 27 251,62%, 44 078,-37%,"27,568.00",0.00,0.00,"27,568.00","27,568.00",New FSP,APAC5,FSP,0.00,0.00,0.00,0.00,0.00,0.00,1951,0,2022-05-18,EUR
COM14052,Lion Air Group - Indonesia,PotCust,Lion Air Group,Asia,Asia South-eastern,Indonesia - ID - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1952,0,,USD
COM14053,NOMAD AVIATION - Switzerland,PotCust,NOMAD AVIATION,Europe,Europe Western,Switzerland - CH - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1953,0,,EUR
COM14054,25ONLY AVIATION - Germany,NonCust,25ONLY AVIATION,Europe,Europe Western,Germany - DE - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1954,0,,EUR
COM14055,"Eastar Jet - Korea, Republic of",PotCust,Eastar Jet,Asia,Asia Eastern,"Korea, Republic of - KR - Asia",,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1955,20,,USD
COM14056,SKYWINGS - United Arab Emirates,Customer,SKYWINGS,Asia,Middle East,United Arab Emirates - AE - Asia,, 16 140,132%, 37 457,18%, 44 078,7%,"47,281.00","29,818.00","49,531.00","27,568.00","47,281.00",New FSP,APAC5,FSP,"17,044.00",0.00,"4,261.00","4,261.00","4,261.00","4,261.00",1956,0,2022-06-17,EUR
COM14057,SPEEDCAT EXPRESS - San Marino,PotCust,SPEEDCAT EXPRESS,Europe,Europe Southern,San Marino - SM - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1957,0,,EUR
COM12938,AlbaStar - Spain,PotCust,AlbaStar,Europe,Europe Southern,Spain - ES - Europe,2025-09-30, 11 077,168%, 29 649,199%, 88 753,-25%,"66,987.00",0.00,"14,891.00","52,096.00","66,987.00",Standard,EUR4,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1958,5,2022-09-01,EUR
COM14058,SOMERS CARGO AIRLINE - China,PotCust,SOMERS CARGO AIRLINE,Asia,Asia Eastern,China - CN - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1959,0,,USD
COM14059,Primajet Airways - Malaysia,PotCust,Primajet Airways,Asia,Asia South-eastern,Malaysia - MY - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1960,0,,EUR
COM14060,Southwind Airlines (cortex) - Turkey,Customer,Southwind Airlines (cortex),Asia,Middle East,Turkey - TR - Asia,, 112 029,491%, 662 215,45%, 960 169,16%,"1,112,278.00","701,727.00","1,189,227.00","624,779.00","1,112,278.00",Standard,APAC4,AIRL,"94,883.00",0.00,"94,883.00",0.00,0.00,0.00,1961,12,2022-06-17,EUR
COM14061,NOVAIR ARMENIA - Armenia,Customer,NOVAIR ARMENIA,Asia,Middle East,Armenia - AM - Asia,, 3 586,401%, 17 950,17%, 20 922,-8%,"19,343.00","10,680.00","16,773.00","13,250.00","19,343.00",Standard,APAC5,GA-BA,"2,048.00",0.00,"2,048.00",0.00,0.00,0.00,1962,1,2022-10-01,EUR
COM14062,Flex Flight International - United Arab Emirates,PotCust,Flex Flight International,Asia,Middle East,United Arab Emirates - AE - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1963,0,,EUR
COM14063,EXCLUSAIR - Israel,PotCust,EXCLUSAIR,Asia,Middle East,Israel - IL - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1964,0,,EUR
COM14064,Pakistan Aviators and Aviation - Pakistan,PotCust,Pakistan Aviators and Aviation,Asia,Asia Southern,Pakistan - PK - Asia,, 37 352,15%, 43 057,-100%,  ,0%,0.00,0.00,0.00,0.00,0.00,Old,APAC5,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1965,0,2022-10-01,EUR
COM14065,Auxilia AeroMedical - Netherlands,PotCust,Auxilia AeroMedical,Europe,Europe Western,Netherlands - NL - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1966,0,,EUR
COM13426,Great Dane Airlines A/S - Denmark,NonCust,Great Dane Airlines A/S,Europe,Europe Northern,Denmark - DK - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1967,0,2019-02-01,
COM14066,Air Blue - Philippines,PotCust,Air Blue,Asia,Asia South-eastern,Philippines - PH - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1968,0,,EUR
COM14067,JetMate Aviation - United Arab Emirates,Customer,JetMate Aviation,Asia,Middle East,United Arab Emirates - AE - Asia,,  ,0%,  ,0%,  ,100%,"30,784.00","29,111.00","48,358.00","11,538.00","30,784.00",New FSP,APAC5,FSP,"4,160.00",0.00,"4,160.00",0.00,0.00,0.00,1969,0,2025-03-18,EUR
COM13248,"PRECISION AIR SERVICES - Tanzania, United Republic of",Customer,PRECISION AIR SERVICES,Africa,Africa Sub-Saharan,"Tanzania, United Republic of - TZ - Africa",, 101 000,88%, 189 599,7%, 202 388,10%,"223,356.00","160,304.00","249,731.00","133,929.00","223,356.00",Standard,AFR4,AIRL,"57,720.00",0.00,"27,228.00",0.00,"27,228.00","3,265.00",1970,5,2022-07-01,USD
COM14068,SOLENTA AVIATION - South Africa,PotCust,SOLENTA AVIATION,Africa,Africa Sub-Saharan,South Africa - ZA - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1971,0,,EUR
COM14069,TAP Air Portugal - Portugal,PotCust,TAP Air Portugal,Europe,Europe Southern,Portugal - PT - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1972,19,,EUR
COM14070,Zafer Air - Turkey,Customer,Zafer Air,Asia,Middle East,Turkey - TR - Asia,,  ,0%, 67 904,102%, 137 496,83%,"251,302.00","156,510.00","265,364.00","142,448.00","251,302.00",Standard,APAC5,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1973,12,2023-02-01,EUR
COM14071,My Way Airlines Co. Ltd - Georgia,PotCust,My Way Airlines Co. Ltd,Asia,Middle East,Georgia - GE - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1974,0,,EUR
COM14072,Professional Flight Solutions - United Kingdom of Great Britain and Northern Ireland,PotCust,Professional Flight Solutions,Europe,Europe Northern,United Kingdom of Great Britain and Northern Ireland - GB - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,FSP,0.00,0.00,0.00,0.00,0.00,0.00,1975,0,,EUR
,BBN Airlines - Turkey,PotCust,BBN Airlines,Asia,Middle East,Turkey - TR - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1976,0,,EUR
COM14074,Jet Aviation Saudi Arabia - Saudi Arabia,PotCust,Jet Aviation Saudi Arabia,Asia,Middle East,Saudi Arabia - SA - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1977,0,,USD
COM14075,DB Aviation - Portugal,PotCust,DB Aviation,Europe,Europe Southern,Portugal - PT - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,EUR5,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1978,2,,EUR
COM14076,MINGALAR (AIR KBZ) - Myanmar,Customer,MINGALAR (AIR KBZ),Asia,Asia South-eastern,Myanmar - MM - Asia,,  ,0%, 98 463,1%, 99 445,6%,"105,044.00","63,349.00","103,847.00","64,547.00","105,044.00",Standard,APAC5,AIRL,"16,902.00",0.00,"8,451.00","8,451.00",0.00,0.00,1979,3,2022-08-03,EUR
COM14077,Air charter services Pvt.ltd - India,NonCust,Air charter services Pvt.ltd,Asia,Asia Southern,India - IN - Asia,2025-01-31, 18 767,301%, 75 237,7%, 80 431,-100%,-6.00,0.00,0.00,-6.00,-6.00,Standard,APAC4,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1980,8,2022-08-01,EUR
COM14078,PRO AV Consulting - United States of America,PotCust,PRO AV Consulting,Americas,"America, Northern",United States of America - US - Americas,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,FSP,0.00,0.00,0.00,0.00,0.00,0.00,1981,0,,USD
COM14079,Dux Express - Brazil,PotCust,Dux Express,Americas,"America, Latin and the Caribbean",Brazil - BR - Americas,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1982,5,,USD
COM14080,ASTRA AIRWAYS - Bangladesh,Customer,ASTRA AIRWAYS,Asia,Asia Southern,Bangladesh - BD - Asia,, 5 778,"1,121%", 70 545,14%, 80 722,15%,"92,861.00","70,849.00","107,320.00","56,391.00","92,861.00",Standard,APAC5,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1983,4,2022-09-29,EUR
COM14081,Air Antilles - France,PotCust,Air Antilles,Europe,Europe Western,France - FR - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1984,0,,EUR
COM14082,Propair - Canada,PotCust,Propair,Americas,"America, Northern",Canada - CA - Americas,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1985,0,,EUR
COM14083,FLYYO - Romania,PotCust,FLYYO,Europe,Europe Eastern,Romania - RO - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,EUR5,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1986,3,,EUR
COM14084,ROM Cargo - Romania,Customer via,ROM Cargo,Europe,Europe Eastern,Romania - RO - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1987,0,2025-04-23,EUR
COM14085,Flexair - Angola,PotCust,Flexair,Africa,Africa Sub-Saharan,Angola - AO - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1988,0,,EUR
COM14086,Sky Vision Airlines B Finance - Switzerland,Customer,Sky Vision Airlines B Finance,Europe,Europe Western,Switzerland - CH - Europe,, 11 046,545%, 71 295,95%, 138 744,71%,"236,865.00","166,996.00","268,362.00","135,499.00","236,865.00",Standard,AFR4,AIRL,"25,324.00",0.00,"25,324.00",0.00,0.00,0.00,1989,6,2022-10-01,EUR
COM14087,Fly Jordan Airlines - Jordan,PotCust,Fly Jordan Airlines,Asia,Middle East,Jordan - JO - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1990,1,,EUR
COM14088,AirAsia India - India,PotCust,AirAsia India,Asia,Asia Southern,India - IN - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1991,0,,USD
COM14089,Greater Bay Airlines - Hong Kong,Pending Delivery,Greater Bay Airlines,Asia,Asia Eastern,Hong Kong - HK - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,APAC4,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1992,8,2024-09-02,USD
COM14090,Legend Airlines SRL - Romania,Quarantine,Legend Airlines SRL,Europe,Europe Eastern,Romania - RO - Europe,, 11 374,"1,660%", 200 173,-2%, 196 025,-2%,"191,541.00",0.00,"54,515.00","137,027.00","191,541.00",Standard,EUR5,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1993,2,2022-11-01,EUR
COM14091,Ideal Aviation Support - Nigeria,PotCust,Ideal Aviation Support,Africa,Africa Sub-Saharan,Nigeria - NG - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,FSP,0.00,0.00,0.00,0.00,0.00,0.00,1994,0,,USD
COM14092,AFRICA AIRLINES - Congo,PotCust,AFRICA AIRLINES,Africa,Africa Sub-Saharan,Congo - CG - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1995,0,,USD
COM14093,Bass Aero - Singapore,Customer,Bass Aero,Asia,Asia South-eastern,Singapore - SG - Asia,, 3 835,"1,156%", 48 166,8%, 52 150,2%,"53,406.00","32,736.00","54,306.00","31,837.00","53,406.00",New FSP,APAC5,FSP,0.00,0.00,0.00,0.00,0.00,0.00,1996,0,2022-10-28,USD
COM14094,Aerus - Mexico,Customer,Aerus,Americas,"America, Latin and the Caribbean",Mexico - MX - Americas,,  ,0%, 46 094,131%, 106 613,24%,"131,878.00","78,540.00","134,315.00","76,103.00","131,878.00",Standard,AME4,AIRL,"11,906.00",0.00,"11,906.00",0.00,0.00,0.00,1997,7,2022-11-24,USD
COM14095,Electra Airways - Bulgaria,PotCust,Electra Airways,Europe,Europe Eastern,Bulgaria - BG - Europe,,  ,0%, 292 261,38%, 402 610,-27%,"293,553.00","18,750.00","108,889.00","203,414.00","293,553.00",Standard,EUR4,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1998,2,2022-10-25,EUR
COM14096,AirAsia Group Berhad - Malaysia,PotCust,AirAsia Group Berhad,Asia,Asia South-eastern,Malaysia - MY - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1999,0,,USD
COM14097,Kyrgyz Airways - Kyrgyzstan,PotCust,Kyrgyz Airways,Asia,Middle East,Kyrgyzstan - KG - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2000,0,,USD
COM14098,Flight Ops International - United States of America,Customer,Flight Ops International,Americas,"America, Northern",United States of America - US - Americas,, 9 762,648%, 73 005,-18%, 60 206,16%,"69,600.00","49,298.00","82,435.00","36,463.00","69,600.00",New FSP,AME5,FSP,"5,994.00",0.00,"5,994.00",0.00,0.00,0.00,2001,0,2022-12-01,USD
COM14100,K5 Aviation GmbH - Germany,Customer,K5 Aviation GmbH,Europe,Europe Western,Germany - DE - Europe,, 5 592,"1,115%", 67 956,9%, 74 395,16%,"86,363.00","70,968.00","109,701.00","47,631.00","86,363.00",Standard,EUR5,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2002,5,2022-11-29,EUR
COM14102,VEGA JET - Kazakhstan,PotCust,VEGA JET,Asia,Middle East,Kazakhstan - KZ - Asia,,  ,0%, 34 659,18%, 40 847,-11%,"36,403.00",0.00,"10,926.00","25,477.00","36,403.00",Standard,APAC5,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2003,1,2022-09-26,EUR
COM14103,Transafrican Air - Kenya,PotCust,Transafrican Air,Africa,Africa Sub-Saharan,Kenya - KE - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2004,0,,EUR
COM14105,Woezon Aviation - Togo,PotCust,Woezon Aviation,Africa,Africa Sub-Saharan,Togo - TG - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,FSP,0.00,0.00,0.00,0.00,0.00,0.00,2005,0,,EUR
COM14106,SMART JET AVIATION - Virgin Islands (British),PotCust,SMART JET AVIATION,Americas,"America, Latin and the Caribbean",Virgin Islands (British) - VG - Americas,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2006,0,,EUR
COM14107,Wise Trip Management - United States of America,Customer,Wise Trip Management,Americas,"America, Northern",United States of America - US - Americas,,  ,0%, 42 993,30%, 55 920,5%,"58,608.00","34,929.00","58,059.00","35,478.00","58,608.00",New FSP,AME5,FSP,"5,070.00",0.00,"5,070.00",0.00,0.00,0.00,2007,0,2022-10-26,USD
COM14108,BLUE SKY AVIATION CV (ASL nv) - Belgium,Customer,BLUE SKY AVIATION CV (ASL nv),Europe,Europe Western,Belgium - BE - Europe,, 2 770,"1,167%", 35 096,8%, 37 909,7%,"40,751.00","13,951.00","30,938.00","23,763.00","40,751.00",Standard,EUR4,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2008,5,2022-12-01,EUR
COM14109,ASL BV (ASL nv) - Netherlands,Customer,ASL BV (ASL nv),Europe,Europe Western,Netherlands - NL - Europe,, 3 454,"1,172%", 43 939,8%, 47 476,37%,"64,889.00","42,707.00","70,933.00","36,663.00","64,889.00",Standard,EUR5,GA-BA,"6,103.00",0.00,"6,103.00",0.00,0.00,0.00,2009,30,2022-12-31,EUR
COM14110,Himalaya Airlines - Nepal,Customer,Himalaya Airlines,Asia,Asia Southern,Nepal - NP - Asia,,  ,0%,  ,0%,  ,100%,"34,557.00","62,324.00","96,769.00",112.00,"34,557.00",Standard,APAC5,AIRL,"9,045.00",0.00,"9,045.00",0.00,0.00,0.00,2010,4,2025-04-21,USD
COM14111,Bluebird Airways - Greece,Customer,Bluebird Airways,Europe,Europe Southern,Greece - GR - Europe,,  ,0%,  ,0%,  ,100%,"227,151.00","185,280.00","298,901.00","113,531.00","227,151.00",Standard,EUR4,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2011,4,2024-06-04,EUR
COM14112,Ivory Jet Services - Djibouti,PotCust,Ivory Jet Services,Africa,Africa Sub-Saharan,Djibouti - DJ - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2012,0,2023-03-07,EUR
COM14114,Express Air Cargo - Tunisia,PotCust,Express Air Cargo,Africa,Africa Northern,Tunisia - TN - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,AFR5,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2013,2,,EUR
COM14115,ARMENIAN AIRLINES - Armenia,Quarantine,ARMENIAN AIRLINES,Asia,Middle East,Armenia - AM - Asia,,  ,0%, 63 138,31%, 82 903,-60%,"32,963.00",0.00,"1,366.00","31,597.00","32,963.00",Standard,APAC5,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2014,2,2022-11-08,EUR
COM14116,Gallop APAC Pte Ltd - Brunei Darussalam,PotCust,Gallop APAC Pte Ltd,Asia,Asia South-eastern,Brunei Darussalam - BN - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2015,0,,USD
COM14117,Kartika Airlines - Indonesia,PotCust,Kartika Airlines,Asia,Asia South-eastern,Indonesia - ID - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2016,0,,USD
COM14118,Aero Mongolia - Mongolia,PotCust,Aero Mongolia,Asia,Asia Eastern,Mongolia - MN - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2017,0,,USD
COM14119,Sentra Airways - United Kingdom of Great Britain and Northern Ireland,PotCust,Sentra Airways,Europe,Europe Northern,United Kingdom of Great Britain and Northern Ireland - GB - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,EUR5,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2018,1,2023-01-01,EUR
COM14120,Berniq Airways - Libya,Testing,Berniq Airways,Africa,Africa Northern,Libya - LY - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2019,4,,USD
COM14122,SpiceJet Ltd. - India,PotCust,SpiceJet Ltd.,Asia,Asia Southern,India - IN - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2020,0,,USD
COM14123,RAINDO United Services - Indonesia,Quarantine,RAINDO United Services,Asia,Asia South-eastern,Indonesia - ID - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2021,0,,USD
COM14124,Ineos Aviation Limited - United Kingdom of Great Britain and Northern Ireland,PotCust,Ineos Aviation Limited,Europe,Europe Northern,United Kingdom of Great Britain and Northern Ireland - GB - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2022,0,,EUR
COM14125,New Pacific Airlines (ex Northern Pacific Airways) - United States of America,PotCust,New Pacific Airlines (ex Northern Pacific Airways),Americas,"America, Northern",United States of America - US - Americas,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2023,0,,USD
COM14126,VOLOCOPTER - Germany,PotCust,VOLOCOPTER,Europe,Europe Western,Germany - DE - Europe,,  ,0%, 3 533,222%, 11 393,-100%,0.00,0.00,0.00,0.00,0.00,Standard,EUR5,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2024,1,2023-11-01,EUR
COM14127,Astog Aviation - United Arab Emirates,PotCust,Astog Aviation,Asia,Middle East,United Arab Emirates - AE - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,FSP,0.00,0.00,0.00,0.00,0.00,0.00,2025,0,,EUR
COM14128,Mongolian Airways Cargo - Mongolia,Customer,Mongolian Airways Cargo,Asia,Asia Eastern,Mongolia - MN - Asia,,  ,0%, 194 315,10%, 214 487,-16%,"180,228.00","98,556.00","163,840.00","114,944.00","180,228.00",Standard,APAC5,AIRL,"28,168.00",0.00,"14,084.00","14,084.00",0.00,0.00,2026,1,2022-11-23,EUR
COM14129,TURACO AVIATION - Angola,PotCust,TURACO AVIATION,Africa,Africa Sub-Saharan,Angola - AO - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2027,0,,USD
COM14130,P80 Air Limited - Thailand,PotCust,P80 Air Limited,Asia,Asia South-eastern,Thailand - TH - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2028,0,,USD
COM14131,Hadykazem Alhossami (Work Title) - Egypt,PotCust,Hadykazem Alhossami (Work Title),Africa,Africa Northern,Egypt - EG - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2029,0,,EUR
COM14132,Sabena Technics BGC - France,PotCust,Sabena Technics BGC,Europe,Europe Western,France - FR - Europe,,  ,0%, 11 054,367%, 51 603,-1%,"51,088.00","18,620.00","39,920.00","29,788.00","51,088.00",New FSP,EUR5,FSP,0.00,0.00,0.00,0.00,0.00,0.00,2030,1,2023-04-19,EUR
COM14133,JETKONTOR - Germany,NonCust,JETKONTOR,Europe,Europe Western,Germany - DE - Europe,,  ,0%, 55 067,-74%, 14 096,-100%,0.00,0.00,0.00,0.00,0.00,Standard,EUR4,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2031,5,2022-11-10,EUR
COM14134,Afrijet Business Service - Gabon,PotCust,Afrijet Business Service,Africa,Africa Sub-Saharan,Gabon - GA - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2032,0,,EUR
COM14135,Qanot Sharq LLC - Uzbekistan,PotCust,Qanot Sharq LLC,Asia,Middle East,Uzbekistan - UZ - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,APAC4,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2033,0,,USD
